id;f_0;f_1;f_2;f_3;f_4;f_5;f_6;f_7;f_8;f_9
516a5ad991954e7b97bd72d39a94e15a;I;0.45;0.34;950.0;0.3245;0.1385;0.064;0.105;SHORT;1.816384
5133afec905d43d8a0a82273bd2e580c;M;0.615;0.53;1700.0000000000002;1.12;0.5775;0.2095;0.286;SHORT;1.3177805
3f887e5680cd4997af923faff3bc014e;I;0.56;0.455;1450.0;0.974;0.547;0.1615;0.235;SHORT;1.1721645
b0edd77bc5a84d1f910e7f18418c1305;F;0.755;0.575;2000.0;2.073;1.0135;0.4655;0.48;TALL;4.85845125
66c83d75f91c4f9d83ff8e226daf123a;I;0.61;0.475;1500.0;0.9665;0.4145;0.2;0.345;SHORT;2.6
1ff63a6d64294b64927614dfdadc9577;I;0.475;0.375;1100.0;0.494;0.211;0.109;0.1545;SHORT;1.460643
992205dd3892463ebd848a58ea4c1c2f;F;0.575;0.435;1550.0;0.8975;0.4115;0.2325;0.23;SHORT;1.8871687499999998
0148640525fe4de7ae2cdf297b6f691a;F;0.65;0.5;1700.0000000000002;1.45;0.694;0.318;0.3235;SHORT;2.253372
06c00b1adc014eda9303f3462bc667c9;F;0.725;0.575;1750.0;2.124;0.765;0.4515;0.85;TALL;1.8577045
85ca4a3619e84fb3aba2eb28e3b9e453;I;0.405;0.305;1000.0;0.268;0.1145;0.053;0.085;SHORT;1.6312360000000001
1da6376b5d674325b8467ae6abae082e;F;0.59;0.455;1650.0;1.161;0.38;0.2455;0.28;SHORT;3.25135125
966d901c60af4872ac50fef39329c324;M;0.465;0.36;1050.0;0.488;0.188;0.0845;0.19;SHORT;0.9442805000000001
60c04e8cdc464fa490bc907b0c690fb9;M;0.44;0.325;1150.0;0.39;0.163;0.087;0.113;SHORT;2.237845
1c5f4e3ca9404ab8889185c701c5aa52;M;0.4;0.31;1100.0;0.314;0.138;0.057;0.1;SHORT;1.2097470000000001
38d192068f4247d48643b89fd699356d;I;0.465;0.355;1200.0;0.5805;0.255;0.0915;0.184;SHORT;2.3668612500000004
d51c9d4590474068829ba42a3ceba794;M;0.395;0.305;1050.0;0.282;0.0975;0.065;0.096;SHORT;0.79845
d5e479777162436a882073626a255f3d;F;0.595;0.485;1450.0;1.15;0.5035;0.2925;0.33;SHORT;2.04166875
c48359ac74fd4bf99e63348fc6c3393d;I;0.18;;450.0;0.0275;0.0125;0.01;0.009;SHORT;0.9004999999999999
d1d51a3673b64c27bba7576567ad8748;F;0.67;0.545;1600.0;1.15;0.5985;0.2565;0.495;TALL;2.943169
49fe1f1fd1e749a595d88d9e8b7fb46e;M;0.46;0.365;1250.0;0.467;0.1895;0.0945;0.158;SHORT;1.4067907499999999
1b513ec22d414c5f85ba47a1bc93170a;F;0.625;0.5;1600.0;1.217;0.5725;0.207;0.355;SHORT;2.003547
d37e2901a2494afb9d3757b4cdd9b165;F;0.55;0.44;1250.0;0.765;0.33;0.2125;0.245;SHORT;2.9757812500000003
c906c48cd79d40d288689674e795629b;I;0.485;0.355;1300.0;0.581;0.245;0.132;0.168;SHORT;2.009696
33a5426fab7c4ab78493868a8e2bce8b;I;0.285;0.225;700.0000000000001;0.1005;0.0425;0.0185;0.035;SHORT;0.5706844999999999
e86b699d19c24fafbecf21559b8bee3e;F;0.455;0.365;1150.0;0.4305;0.184;0.108;0.1245;SHORT;0.933328
78d08c02732f4493b4d2d911910ea7c3;I;0.175;;500.0;0.0235;0.008;0.0035;0.008;SHORT;0.7000489999999999
73a464c9c1194394ada896f8320619d2;M;0.53;0.42;1350.0;0.675;0.294;0.156;0.1825;SHORT;1.108672
68827e6582e14be19907d1b7726100cf;I;0.36;0.26;800.0;0.1795;0.074;0.0315;0.06;SHORT;1.80496125
00538100f3084bcea0bbd6c20d542566;F;0.61;0.465;1600.0;1.0725;0.4835;0.2515;0.28;SHORT;3.36626125
c660dea195fb4f4c92f1ef64f0d2b48b;I;0.47;0.345;1200.0;0.3685;0.1525;0.0615;0.125;SHORT;1.4213467499999999
3e2ee29215bd44c7b1a72b5f408607c2;I;0.48;0.37;1200.0;0.514;0.2075;0.131;0.155;SHORT;2.485805
c1afdc02762a42f585579704bd5625f4;I;0.33;0.265;850.0000000000001;0.196;0.0775;0.0305;0.0445;SHORT;1.3237210000000001
32537e2b140944e59f18172b03a0099f;M;0.75;0.55;1800.0;1.893;0.942;0.397;0.445;TALL;2.722827
40a5a965cfb147c4bd518780bf436482;I;0.41;0.325;1100.0;0.326;0.1325;0.075;0.101;SHORT;2.078125
0cd5e7a301c84702b21fc0e8aaf29392;M;0.775;0.57;2200.0;2.032;0.735;0.4755;0.6585;TALL;2.0022005
62b272fed153468399a2071ba004e11c;I;0.445;0.31;900.0;0.336;0.1555;0.09;0.0855;SHORT;2.55
0555994cd10b4254a87dadd47ebf8261;M;0.615;0.48;1850.0;1.05;0.4985;0.315;0.33;SHORT;3.571125
5bbe80dc193e4ba4a9e9e4b9cedf65f2;I;0.5;0.385;1200.0;0.516;0.197;0.1305;0.165;SHORT;1.5510907500000002
bdd4ea745bc841469f96447973c77ebe;M;0.545;0.415;1400.0000000000002;0.82;0.4615;0.127;0.218;SHORT;1.683387
3cc2b016c4df42799b6d267bff388839;F;0.535;0.415;1850.0;0.8415;0.314;0.1585;0.3;SHORT;2.240489
7a72d81b8ee44d21ace733e8c0d0f894;I;0.305;0.23;750.0;0.1455;0.0595;0.0305;0.05;SHORT;0.6118605
63b2b882054e415fa79d592172954e42;M;0.65;0.525;2050.0;1.75;0.69;0.306;0.4355;SHORT;2.230908
d14292d31bfa4fc8b62e66f3307860be;F;0.435;0.32;1200.0;0.3785;0.152;0.0915;0.125;SHORT;2.21686125
bac9448bc2e04273b6f8d062ee16feaa;M;0.63;0.49;1800.0;1.13;0.458;0.2765;0.315;SHORT;2.825809
e9f556d708bc41d2b5a5a2056c66e096;F;0.64;0.515;1650.0;1.15;0.4945;0.2555;0.41;SHORT;1.4105605
eab6f12f76bc40eaaeba485886f80419;F;0.64;0.505;1750.0;1.85;0.6185;0.302;0.3315;SHORT;2.924816
17453e212a7146d99d2ad3dc88f183c5;F;0.645;0.515;1500.0;1.212;0.515;0.2055;0.385;SHORT;1.3744605
7f8f875880e9488c93fd894653cda2e3;F;0.645;;1600.0;1.15;0.5815;0.276;0.315;SHORT;2.1635280000000003
1356211e998f41e49be7bd4c30a68826;M;0.6;0.46;1700.0000000000002;1.1805;0.456;0.337;0.329;SHORT;2.854276
0aca20f6e50546ac818ae28154715f3b;F;0.37;0.295;1000.0;0.2685;0.1165;0.056;0.0835;SHORT;0.746272
40b1e0c2635a409cb342d10d0f818658;M;0.585;0.47;1450.0;0.9565;0.4025;0.2365;0.265;SHORT;1.9227967499999998
e55d62d9b1a6402d865b1f16f05cd9f3;F;0.71;0.55;1700.0000000000002;1.614;0.743;0.345;0.45;TALL;2.487075
31f68db307a84a989433704f21d3ee0d;M;0.74;0.595;1900.0;2.35;1.1495;0.5115;0.505;TALL;4.006529
6999f8352c8d4c9d8779a93d4f7639d0;I;0.325;0.27;1000.0;0.185;0.08;0.0435;0.065;SHORT;1.63446125
fc5842a67f9e448381a473e2adaa02a0;I;0.62;0.48;1800.0;1.1305;0.5285;0.2655;0.306;SHORT;1.3809805
9ca59dfac28a4725a34ea6d87862660e;M;0.77;0.6;2150.0;2.45;1.0515;0.482;0.584;TALL;2.004648
480a631f2b594f038ec1644825fb8301;I;0.32;;900.0;0.183;0.098;0.0335;0.042;SHORT;0.96336675
f6aa7d17094a48af8ad46f87032bbc39;F;0.67;0.525;1950.0;1.37;0.6065;0.2955;0.407;SHORT;3.029281
50b575a1a52e4810b1a887a509e4ff20;M;0.625;0.49;1650.0;1.1835;0.517;0.2375;0.39;SHORT;2.725625
5f032373b0474342ae6bca9be803f8df;M;0.4;0.305;1300.0;0.2935;0.096;0.0675;0.105;SHORT;1.21366875
c530393831f84827b00205d5515c531b;M;0.69;0.53;1900.0;1.55;0.678;0.331;0.48;TALL;1.599122
b3e96a047c4d4b8c81bede70fe4bbcf1;M;0.57;0.45;1550.0;1.195;0.5625;0.2565;0.295;SHORT;1.9073767499999998
9007642c437c4a12a3206c8d4361d6f4;F;0.45;0.36;1100.0;0.447;0.203;0.082;0.13;SHORT;1.826896
c740e7be92a54d50bce0fd7a673949c5;I;0.45;0.34;1200.0;0.4925;0.241;0.1075;0.12;SHORT;1.38466875
5872c288a31a44799a86285b791b7d4c;I;0.525;0.375;1200.0;0.6315;0.3045;0.114;0.19;SHORT;1.613988
552314f305344d1cb3074f53c829f87e;I;0.35;0.26;750.0;0.18;0.09;0.0245;0.055;SHORT;1.05180075
f210ad4cefd54fb8bbf29bca59ac9a9a;F;0.545;0.44;1500.0;0.9475;0.366;0.239;0.275;SHORT;1.8063630000000002
4244690f47304ff3b572eea3fdb65d08;M;0.575;0.445;1700.0000000000002;1.0225;0.549;0.2175;0.228;SHORT;1.2446125
f3cf92c9bac947f98ceed40fa4ac0e68;F;0.63;0.475;1500.0;1.172;0.536;0.254;0.316;SHORT;3.4725800000000002
18a73464dbd9489aa4bade5d62da04e9;M;0.665;0.515;2000.0;1.95;0.5115;0.2675;0.436;SHORT;3.68278125
51c7563a70be4c42be6adf3a09fa3a7b;F;0.435;0.395;1050.0;0.3635;0.136;0.098;0.13;SHORT;1.333812
b73edda59e634c1da02a26f9caec86f8;F;0.61;0.47;1600.0;1.0745;0.4925;0.236;0.29;SHORT;2.662784
d316fac4283c4b32b51d867bfa0c441c;F;0.465;0.35;1100.0;0.4085;0.165;0.102;0.131;SHORT;0.9508080000000001
7059e5004c6f4a4e988138c6ec4725fb;M;0.505;0.4;1550.0;0.8415;0.2715;0.1775;0.285;SHORT;2.68253125
61ceb47063ac4f5b81065ef9c8d420c7;I;0.37;0.27;950.0;0.232;0.1325;0.041;0.0615;SHORT;1.486724
c66018e8bde74bc18abfba2a396ded07;M;0.7;0.565;1800.0;1.751;0.895;0.3355;0.446;TALL;2.43768075
6e76aab36d5e47f380da0d45c81fb908;M;0.525;0.4;1550.0;0.707;0.282;0.1605;0.225;SHORT;2.2030410000000002
38669c04921b47efbfa7d7eeb4bd9e97;F;0.64;0.505;1900.0;1.65;0.4835;0.328;0.4;SHORT;3.73792
6ab187da0185487a9b176a47d9c43e84;M;0.52;0.465;1500.0;0.9505;0.456;0.199;0.255;SHORT;1.119202
99aa905ca93745609027c534639c003e;M;0.41;0.315;950.0;0.306;0.121;0.0735;0.09;SHORT;1.2462067499999998
23e1b01789f9408891c33fa91dcc3768;I;0.395;0.295;1000.0;0.2715;0.134;0.0325;0.085;SHORT;1.584225
c4c1acb68b3c41febd76541608b2c121;M;0.48;0.36;1000.0;0.439;0.194;0.099;0.115;SHORT;2.449005
9c05f042ef5d491bbf6cdb6adc3e2d5f;I;0.475;0.36;1450.0;0.6325;0.2825;0.137;0.19;SHORT;2.468845
8d55fd5d5580497d91494922b00a89e3;M;0.66;0.52;1900.0;1.558;0.755;0.298;0.4;TALL;2.995216
164af506f3274aada5df5a38c9e36d4c;I;0.405;0.3;1100.0;0.32;0.172;0.044;0.093;SHORT;1.627744
0a2e1dfd48074989aaaac265e5c77edc;I;0.29;0.21;600.0;0.1045;0.0415;0.022;0.035;SHORT;0.5809679999999999
49fd49f38c8d4cd8bf2f06f770e98873;I;0.525;0.4;1300.0;0.6445;0.345;0.1285;0.2;SHORT;2.166049
a77ad3297c9c4c2cabae434b5542c93e;I;0.565;0.44;1750.0;0.8735;0.414;0.21;0.21;SHORT;3.0454999999999997
9520f3888e7647c19acb79bfc710db2f;I;0.36;0.27;900.0;0.232;0.12;0.0435;0.056;SHORT;0.7237844999999999
da9d9484f1e64a6e8497a1c2dc9d7415;F;0.485;0.365;1400.0000000000002;0.6195;0.2595;0.1445;0.177;SHORT;1.0117605
6291e3935163420d8b5e6684b3b5efbb;I;0.245;0.19;600.0;0.086;0.042;0.014;0.025;SHORT;0.980784
0a10dd9329f141769321b576780575a4;F;0.6;0.48;1650.0;1.1345;0.4535;0.27;0.335;SHORT;2.0187
47c56ba0149a47e8882004e37de99710;I;0.51;0.405;1250.0;0.6795;0.3465;0.1395;0.182;SHORT;2.117841
f73fb1b8d3fb48d985650a4b4d760ab7;F;0.57;;1400.0000000000002;0.871;0.385;0.211;0.2315;SHORT;3.072605
df18d281d8e6484fa5e9e150fd42e815;I;0.57;;1400.0000000000002;0.7655;0.331;0.14;0.24;SHORT;2.3583999999999996
f2df974791ce4f29897654aba44096b0;F;0.53;0.43;1700.0000000000002;0.775;0.35;0.152;0.235;SHORT;1.106208
81cacfd81283484b87aa1ca755cd450f;F;0.585;0.475;1850.0;0.9585;0.4145;0.1615;0.33;SHORT;1.2221644999999999
e23ff37c056b4e50a1041939c3cb2753;M;0.555;0.455;1600.0;1.0575;0.3925;0.228;0.293;SHORT;1.8209520000000001
4b1504591ae34423966b5b73ddf299b5;M;0.56;0.415;1450.0;0.852;0.43;0.1885;0.205;SHORT;1.7865967500000002
6a951b85d2f24f5bbdab119d0c1242d1;M;0.6;0.47;1650.0;1.059;0.504;0.241;0.275;SHORT;1.3161619999999998
2837a4757538475aaa4788414c9a6212;M;0.46;0.36;1250.0;0.547;0.2165;0.1105;0.19;SHORT;0.9444205
e03ad54ae04247b6b7c4acdc5554698b;M;0.5;;1350.0;0.551;0.2245;0.0715;0.206;SHORT;2.52556125
f1ad0ca10bd148d5ae40fa94979375cd;M;0.7;0.555;2000.0;1.858;0.73;0.3665;0.595;TALL;2.5029667499999997
a6dd1e54f67241f8824bb80bba2e56d0;F;0.435;0.35;1050.0;0.4195;0.194;0.1005;0.13;SHORT;1.780401
8963d5d690a0466f948332fe51aa0bcd;F;0.62;0.485;1750.0;1.55;0.545;0.253;0.345;SHORT;2.052027
026ad9bdadbb4fdbb2edf9e7a128399b;F;0.62;0.495;1700.0000000000002;1.062;0.372;0.213;0.34;SHORT;1.9961069999999999
16076a7aaed2400ea2781b4e788e5c4f;M;0.495;0.415;1650.0;0.7485;0.264;0.134;0.285;SHORT;1.025912
bdddb8550eb24d8cacf72523f8e9ee50;M;0.735;0.57;2100.0;2.55;1.1705;0.463;0.5315;TALL;1.898738
d8274cf9c0e54642b83302243d7ce3a1;F;0.725;0.57;2050.0;1.95;0.744;0.315;0.488;TALL;3.69
ae8ff5ef45554f868289633449615e60;M;0.575;0.45;1650.0;0.9215;0.3275;0.225;0.256;SHORT;1.876875
a12d82bbd4c24aaba8132915de9b27bf;M;0.575;0.435;1500.0;0.805;0.293;0.1625;0.27;SHORT;2.4056249999999997
e3a7489b5f74418c9607ae02a38fc04f;M;0.65;0.485;1400.0000000000002;1.175;0.475;0.2435;0.215;SHORT;1.4185845000000001
ed23f88b1b9d4a7e905677df67b89c5a;I;0.49;0.385;1400.0000000000002;0.5425;0.198;0.127;0.175;SHORT;1.0122579999999999
9cb8d1ef4d1a43579caddf2df02f4ba1;I;0.24;0.185;600.0;0.0655;0.0295;0.0005;0.02;SHORT;0.960001
04b614b342d94cc099c18e34695acc44;I;0.325;0.24;750.0;0.1525;0.072;0.0645;0.043;SHORT;1.6458012499999999
28b6f3dd854e47c581898870d4866e87;I;0.47;0.355;1250.0;0.499;0.21;0.0985;0.155;SHORT;1.43910675
b485a3f0e79845aa904f6b561565c59c;F;0.48;0.375;1050.0;0.525;0.2185;0.1195;0.155;SHORT;1.977121
647a65549f4c49f2b40f686518a8d71e;F;0.725;0.56;1850.0;1.792;0.873;0.367;0.435;TALL;3.4387559999999997
14ff81c36f0c4a3d86882c5d2ac014ef;;0.61;0.425;1550.0;1.0485;0.507;0.1955;0.274;SHORT;3.24110125
a936ae6fcdde440d932a6cb9c1b706ae;F;0.655;0.545;1850.0;1.759;0.6865;0.313;0.547;TALL;3.011876
cc7f0b9426064b8789b2226e975e6040;F;0.55;0.38;1650.0;1.205;0.543;0.294;0.3345;SHORT;3.18218
bf24de5b1df147e8a5b1f967b17856e5;M;0.5;0.38;1200.0;0.5765;0.273;0.135;0.145;SHORT;1.554675
c765e3e5d2714806878756d693cb9297;M;0.535;0.41;1200.0;0.6835;0.3125;0.1655;0.159;SHORT;2.81195125
f06213377f5f44f29670ff30764b899b;;0.42;0.325;1150.0;0.2885;0.1;0.057;0.1135;SHORT;0.846498
5ec5d47535094a8db1cea9b3e7dc9a8b;M;0.625;0.495;1550.0;1.177;0.5055;0.278;0.345;SHORT;1.404568
cad23a9180714cb286019794ef4edc7e;F;0.415;0.325;1050.0;0.38;0.1595;0.0785;0.12;SHORT;0.8423244999999999
286dd5a287774cd3a8c8955aab8b38c1;F;0.59;0.465;1500.0;0.997;0.392;0.246;0.34;SHORT;3.25258
5f3e5e1b44634341a04d4e3d47e633f0;M;0.675;0.525;1600.0;1.35;0.572;0.2755;0.3545;SHORT;1.5018005
14824e5ef89344989e385719ef7538af;F;0.55;0.43;1250.0;0.923;0.4035;0.175;0.283;SHORT;2.903125
01dd05c1a16947309ea38f93c933216b;M;0.545;0.43;1550.0;0.8035;0.409;0.144;0.228;SHORT;1.131472
acbb22ccd7084caf942847eb56b4686f;M;0.285;0.215;750.0;0.106;0.0415;0.023;0.035;SHORT;0.571058
9748776d9aa845e9ba37f506d08efcb1;F;0.57;0.465;1550.0;0.9685;0.446;0.261;0.255;SHORT;2.5524839999999998
4a667e6073cd48fcb9f5584da86b568f;;0.465;0.37;1150.0;0.4075;0.1515;0.0935;0.1455;SHORT;1.4212267500000002
cc131eec69e94a29af455d7be1567dc6;I;0.435;0.325;1000.0;0.342;0.1335;0.0835;0.105;SHORT;1.767889
5e68007e0eb54211923d2405cf2a1ab8;M;0.495;0.4;1350.0;0.61;0.272;0.1435;0.144;SHORT;2.062369
7ed3868740ce40a1b9e03e234e44aea7;M;0.67;0.5;2000.0;1.269;0.576;0.2985;0.351;SHORT;3.7955112499999997
85cb8bbc670e4908ad010d6821c0b471;I;0.405;0.25;900.0;0.2875;0.128;0.063;0.0805;SHORT;1.635876
38765d9f3e8b4005be5c5338e775b49b;M;0.44;0.35;1400.0000000000002;0.451;0.171;0.0705;0.184;SHORT;1.779881
14d71ff1642f4914888d77a0768f423f;M;0.595;0.475;1400.0000000000002;0.944;0.3625;0.189;0.315;SHORT;1.892163
bd4c2c59bdc948959c88b699b995af8f;I;0.38;0.275;950.0;0.2505;0.0945;0.0655;0.075;SHORT;1.92145125
26fa5b717e944793ba91906dd764fa31;M;0.55;0.43;1500.0;0.8745;0.413;0.1905;0.248;SHORT;2.9314512500000003
aaa80c95e77247ec900b6d192e15d0e9;F;0.575;0.45;1000.0;0.9315;0.431;0.222;0.235;SHORT;1.248568
81ecf07e3a7c47a0b834caa9954fe8d9;I;0.36;0.265;900.0;0.2055;0.096;0.037;0.0585;SHORT;1.445476
1611d9299b2b463e876826b29c30d960;M;0.525;0.405;1300.0;0.7185;0.3265;0.1975;0.175;SHORT;2.8200312500000004
b16069161b7c4a8d96484aeb61ba6ae7;M;0.395;;800.0;0.266;0.0995;0.066;0.09;SHORT;0.7987120000000001
c7cfbe1cea844e778e908fe0b44e3ae0;M;0.65;0.52;2100.0;1.85;0.6665;0.308;0.46;TALL;2.234592
0987a7dd4c2d47c480c82aa805636ebf;I;0.32;0.24;750.0;0.1735;0.076;0.0355;0.05;SHORT;1.60630125
7538e97bd4284a9c99b358cad01e8169;I;0.56;0.44;1700.0000000000002;0.9445;0.3545;0.2175;0.3;SHORT;1.82191875
6700fbdbfeb24a2d8307c2d0326df5a3;F;0.495;0.37;1200.0;0.594;0.28;0.11;0.1375;SHORT;1.13
1be58d7b99f14d6fa7d9426266c0773a;M;0.67;0.52;1650.0;1.39;0.711;0.2865;0.3;SHORT;3.76041125
51901d4ad76241b789c2af65732f0d56;I;0.185;0.13;450.0;0.029;0.012;0.0075;0.0095;SHORT;0.3701125
37eb216fea9a469ea7c05e09406ba914;F;0.455;0.355;1200.0;0.4495;0.177;0.104;0.15;SHORT;1.863264
2a70ca9abc124368b136f803fb1ff9cb;M;0.675;0.505;1600.0;1.532;0.74;0.357;0.3815;TALL;2.4073469999999997
6c523f43dcda46c3baa54c982d4ce0ee;F;0.525;0.39;1350.0;0.6005;0.2265;0.131;0.21;SHORT;2.168644
a3f5555b574a4ae59602cff7b92ed70a;M;0.455;0.35;1050.0;0.401;0.1575;0.083;0.135;SHORT;0.923778
af9aff702c234dcbafb684244db0c5a9;F;0.6;0.48;1500.0;1.029;0.4085;0.2705;0.295;SHORT;2.692681
76827b8416e04b81b28a7d0eab0c353e;F;0.68;0.55;1900.0;1.807;0.8225;0.3655;0.515;TALL;2.4407707500000004
530d97542ab6417cb54fd6ec9d48247e;M;0.585;0.47;1650.0;1.409;0.8;0.229;0.295;SHORT;3.1872049999999996
74d1aec4be574c1a8d2ed2d25525e190;I;0.32;0.24;700.0000000000001;0.133;0.0585;0.0255;0.041;SHORT;1.60325125
af5a6040adf945aebc1a7ef18446c8cb;F;0.675;0.565;1950.0;1.75;0.7645;0.3615;0.553;TALL;1.6113645
8726f8a0b67342738d7b2eede04506a5;F;0.64;0.485;1850.0;1.95;0.6735;0.3465;0.3255;SHORT;1.5201245
c1920a1e9a8c47b59fd7617fdb4743d8;I;0.575;;1350.0;0.7965;0.364;0.196;0.239;SHORT;1.226832
beb919a6127c4a8dbbac529feec497d4;M;0.645;0.495;1850.0;1.35;0.5265;0.2785;0.455;SHORT;2.16768675
ab899805fe1745cf9be67119dc938dfe;M;0.715;0.525;2000.0;1.89;0.95;0.436;0.4305;TALL;1.8101919999999998
8fda69ab85994df9a2cd259291f27697;M;0.695;0.56;1850.0;1.74;0.885;0.3715;0.4375;TALL;3.3320489999999996
3d3a2aaacc0541119a287a32fbe4afd8;I;0.165;0.11;200.0;0.019;0.0065;0.0025;0.005;SHORT;0.33001250000000004
d8dbf49d0a6b40cba6b79826b771d2a0;M;0.675;0.52;1450.0;1.45;0.557;0.3405;0.385;SHORT;2.37282075
1dfb1af40fe24e17876311464796d29a;M;0.595;0.49;1850.0;1.185;0.482;0.2015;0.361;SHORT;1.2712045
a5c7834454304f3d871993535e40b968;M;0.59;0.46;1400.0000000000002;1.004;0.496;0.2165;0.26;SHORT;1.2737444999999998
63f3306603614242a7c1283f3050dc3f;M;0.59;0.435;1650.0;0.9765;0.4525;0.2395;0.235;SHORT;2.589441
add4258f7f974dc68cf3f1468f83e7cd;F;0.75;0.615;2050.0;2.35;0.821;0.423;0.726;TALL;3.715716
f914ab3cbdea4ec7b0ba1b1e4988d937;;0.6;0.46;1550.0;0.9735;0.427;0.2045;0.3;SHORT;1.92546075
2d1178a77c5841c8a818adf653839fd2;M;0.66;0.535;1900.0;1.05;0.6425;0.297;0.5175;TALL;2.244627
38e6978996a040c393237ea3c255a93d;M;0.37;0.28;950.0;0.2225;0.0805;0.051;0.075;SHORT;1.863005
1b95feb526394bb4bd2df247dc7e6a69;M;0.63;0.505;1500.0;1.65;0.6325;0.2465;0.37;SHORT;1.3815245
d939a6ac2821426ea26d6713b2c7fece;F;0.58;0.435;1500.0;0.834;0.428;0.1515;0.23;SHORT;2.411809
c24f90cde20a4014ab5bdb7ddc12afbc;F;0.545;0.435;1500.0;0.6855;0.2905;0.145;0.225;SHORT;1.13205
f173b604d2264b988e721c7642d01d5b;I;0.465;0.38;1300.0;0.454;0.1895;0.08;0.155;SHORT;1.8856000000000002
47afd8021daf4691ae1ae66ee8b07227;M;0.58;;1500.0;1.0465;0.518;0.2185;0.2795;SHORT;3.1387112499999996
85b4058c4ba34f958936fef0e956770c;F;0.61;0.47;1600.0;1.017;0.426;0.2255;0.32;SHORT;1.3217005
bef38d1ad6ed4eccb0172e39d94bedbd;F;0.55;0.44;1500.0;0.8945;0.3145;0.151;0.32;SHORT;2.291204
9fd5c736486c4c8d9b3ab7b7add9bd6f;I;0.345;0.265;1000.0;0.2455;0.111;0.0535;0.065;SHORT;1.04358675
4400ba2c7de94635a0cc6c2ebcd6f381;M;0.62;0.49;1500.0;1.195;0.4605;0.302;0.355;SHORT;2.133612
0db8cfd5f99149079515e11e67dcdcf3;F;0.72;0.59;2050.0;1.95;0.7755;0.4225;0.48;TALL;3.594025
916a9d6bc9684c97a7b9b843578782a2;F;0.595;;1550.0;1.0455;0.4565;0.24;0.3085;SHORT;2.04
94c7e4cd4f5e46619a0190790414ede4;I;0.51;0.4;1450.0;0.5775;0.231;0.143;0.177;SHORT;2.121796
9b2a0dd5bce94a44a4ac51b0b6c76227;M;0.59;0.47;1800.0;1.1235;0.4205;0.2805;0.36;SHORT;2.674721
ab41699e4e7f45bc8c35c56083582d35;M;0.6;0.495;1650.0;1.15;0.485;0.2775;0.34;SHORT;2.708025
3dbd1d5adb53456a9eb5b7aed8d19c7d;M;0.59;0.47;1800.0;1.187;0.5985;0.227;0.31;SHORT;1.283058
cbc7295f96c945df9c19599d996e9235;I;0.405;0.31;950.0;0.3425;0.1785;0.064;0.0855;SHORT;0.818192
655edcefeda2422faaf149994c636373;I;0.45;0.35;1350.0;0.494;0.2205;0.0945;0.1405;SHORT;1.835721
a8ff10e71b714bc585d2425d4341aaf1;M;0.58;0.45;1400.0000000000002;0.824;0.3465;0.1765;0.263;SHORT;1.2223045
c8fcf1c20d58421d96a62c97372317a7;F;0.635;0.485;1550.0;1.073;0.467;0.1975;0.35;SHORT;1.3480125
95179af5724f43e1b9e03363559d5d09;I;0.525;0.4;1250.0;0.5655;0.2435;0.119;0.175;SHORT;2.695805
de9dc7a2e7d447fba269fb69a317452d;F;0.6;0.46;1500.0;1.235;0.6025;0.274;0.29;SHORT;1.350152
4434f73c3a8c47448eb67e4fcbb8420e;M;0.59;0.46;1450.0;0.929;0.38;0.24;0.255;SHORT;1.9427999999999999
2995662d8d3f45f0b68f2ebf6bcdda01;F;0.655;0.455;1700.0000000000002;1.275;0.583;0.303;0.333;SHORT;2.2404270000000004
6a142cc5eafe45b08384a43eaa076806;M;0.46;;1100.0;0.4595;0.235;0.0885;0.116;SHORT;0.9356645
d5be55d1a9c847d882757a88d0009133;M;0.58;0.46;1500.0;1.049;0.5205;0.1935;0.305;SHORT;2.469769
65f7767abcd24e52a6b3f432c0f42893;F;0.485;0.365;1500.0;0.9145;0.4145;0.199;0.273;SHORT;1.049202
d07d61baf32444d48bc43dc492c24b73;F;0.42;0.33;1250.0;0.463;0.186;0.11;0.145;SHORT;2.1605
0c5f85f2c9df4ea78fd78dd5b7ebff40;F;0.575;0.48;1500.0;0.8745;0.375;0.193;0.29;SHORT;2.4489959999999997
be9593349b2c4945a5336214851c8f84;M;0.525;0.405;1350.0;0.7575;0.3305;0.216;0.195;SHORT;2.85828
7d75d414bff04902b5b29bb5e8b737e2;M;0.535;0.405;1400.0000000000002;0.7315;0.336;0.156;0.19;SHORT;1.6780080000000002
3a210656d09f43e3a6179f4b06436b0f;I;0.52;0.4;1450.0;0.66;0.267;0.1055;0.22;SHORT;1.5933907500000002
9f339767f8ac4e2ca75a2d53259b71d8;I;0.355;0.27;1050.0;0.271;0.1425;0.0525;0.0735;SHORT;1.07326875
adde93a27d64406092b9e7f3157bec0a;M;0.565;0.45;1400.0000000000002;1.0055;0.3785;0.244;0.265;SHORT;1.873608
40fcff8f01a24f23891edd543a9e7734;M;0.635;0.48;1900.0;1.467;0.5825;0.303;0.42;SHORT;2.180427
e213f4c0608244228096ca17b4d4ec6d;M;0.6;0.5;1600.0;1.015;0.3995;0.1735;0.33;SHORT;3.15051125
d16a5cbe1e6d45e887fa13138f1b7702;F;0.47;0.35;1450.0;0.5175;0.187;0.1235;0.18;SHORT;0.9705045
777c61a0c2d44a20acf5ff715fbc37c5;I;0.44;0.345;1300.0;0.4495;0.209;0.0835;0.134;SHORT;0.8939445
834b3f7a9fd84a099090b3321035384e;M;0.31;0.245;950.0;0.15;0.0525;0.034;0.048;SHORT;0.933468
